id,entry_type,target_audience,role,region,question,answer,ml_tag
2755,career_qa,all_job_seekers,UX Designer,Africa,What is the best way for a new job seeker to break into a UX Designer role in Africa?,"In Africa, focus on role-relevant skills, entry-level projects, internships, and networking. Tailor applications to local hiring norms and emphasize measurable outcomes.",finetuning
2756,ats_keywords,all_job_seekers,UX Designer,Global Remote,What ATS keywords should a UX Designer include for roles in Global Remote?,"Include keywords such as ux designer, core tools, methodologies, and certifications commonly listed in Global Remote-based job postings.",finetuning
2757,ats_keywords,all_job_seekers,Product Manager,Global Remote,What ATS keywords should a Product Manager include for roles in Global Remote?,"Include keywords such as product manager, core tools, methodologies, and certifications commonly listed in Global Remote-based job postings.",finetuning
2758,mock_interview,all_job_seekers,IT Support,Global Remote,Mock interview question for an entry-level IT Support role.,"Describe a project where you applied relevant skills for a IT Support. Focus on problem, action, and result.",finetuning
2759,ats_keywords,all_job_seekers,Product Manager,Africa,What ATS keywords should a Product Manager include for roles in Africa?,"Include keywords such as product manager, core tools, methodologies, and certifications commonly listed in Africa-based job postings.",finetuning
2760,mock_interview,all_job_seekers,Product Manager,US/EU,Mock interview question for an entry-level Product Manager role.,"Describe a project where you applied relevant skills for a Product Manager. Focus on problem, action, and result.",finetuning
2761,ats_keywords,all_job_seekers,UX Designer,Africa,What ATS keywords should a UX Designer include for roles in Africa?,"Include keywords such as ux designer, core tools, methodologies, and certifications commonly listed in Africa-based job postings.",finetuning
2762,mock_interview,all_job_seekers,Product Manager,Global Remote,Mock interview question for an entry-level Product Manager role.,"Describe a project where you applied relevant skills for a Product Manager. Focus on problem, action, and result.",finetuning
2763,mock_interview,all_job_seekers,Product Manager,Global Remote,Mock interview question for an entry-level Product Manager role.,"Describe a project where you applied relevant skills for a Product Manager. Focus on problem, action, and result.",finetuning
2764,mock_interview,all_job_seekers,UX Designer,Africa,Mock interview question for an entry-level UX Designer role.,"Describe a project where you applied relevant skills for a UX Designer. Focus on problem, action, and result.",finetuning
2765,ats_keywords,all_job_seekers,Software Engineer,Global Remote,What ATS keywords should a Software Engineer include for roles in Global Remote?,"Include keywords such as software engineer, core tools, methodologies, and certifications commonly listed in Global Remote-based job postings.",finetuning
2766,ats_keywords,all_job_seekers,Software Engineer,US/EU,What ATS keywords should a Software Engineer include for roles in US/EU?,"Include keywords such as software engineer, core tools, methodologies, and certifications commonly listed in US/EU-based job postings.",finetuning
2767,career_qa,all_job_seekers,Software Engineer,Global Remote,What is the best way for a new job seeker to break into a Software Engineer role in Global Remote?,"In Global Remote, focus on role-relevant skills, entry-level projects, internships, and networking. Tailor applications to local hiring norms and emphasize measurable outcomes.",finetuning
2768,resume_rewrite,all_job_seekers,Product Manager,US/EU,Rewrite this resume bullet for a Product Manager: 'Worked on projects and helped the team.',"Bad: Worked on projects and helped the team. | Good: Collaborated with a 4-person team to deliver 3 role-specific projects, meeting all deadlines and improving output quality.",finetuning
2769,ats_keywords,all_job_seekers,IT Support,US/EU,What ATS keywords should a IT Support include for roles in US/EU?,"Include keywords such as it support, core tools, methodologies, and certifications commonly listed in US/EU-based job postings.",finetuning
2770,resume_rewrite,all_job_seekers,Software Engineer,Africa,Rewrite this resume bullet for a Software Engineer: 'Worked on projects and helped the team.',"Bad: Worked on projects and helped the team. | Good: Collaborated with a 4-person team to deliver 3 role-specific projects, meeting all deadlines and improving output quality.",finetuning
2771,resume_rewrite,all_job_seekers,IT Support,Global Remote,Rewrite this resume bullet for a IT Support: 'Worked on projects and helped the team.',"Bad: Worked on projects and helped the team. | Good: Collaborated with a 4-person team to deliver 3 role-specific projects, meeting all deadlines and improving output quality.",finetuning
2772,mock_interview,all_job_seekers,Software Engineer,US/EU,Mock interview question for an entry-level Software Engineer role.,"Describe a project where you applied relevant skills for a Software Engineer. Focus on problem, action, and result.",finetuning
2773,career_qa,all_job_seekers,UX Designer,Global Remote,What is the best way for a new job seeker to break into a UX Designer role in Global Remote?,"In Global Remote, focus on role-relevant skills, entry-level projects, internships, and networking. Tailor applications to local hiring norms and emphasize measurable outcomes.",finetuning
2774,career_qa,all_job_seekers,Marketing Analyst,Global Remote,What is the best way for a new job seeker to break into a Marketing Analyst role in Global Remote?,"In Global Remote, focus on role-relevant skills, entry-level projects, internships, and networking. Tailor applications to local hiring norms and emphasize measurable outcomes.",finetuning
2775,resume_rewrite,all_job_seekers,Software Engineer,Global Remote,Rewrite this resume bullet for a Software Engineer: 'Worked on projects and helped the team.',"Bad: Worked on projects and helped the team. | Good: Collaborated with a 4-person team to deliver 3 role-specific projects, meeting all deadlines and improving output quality.",finetuning
2776,resume_rewrite,all_job_seekers,UX Designer,Global Remote,Rewrite this resume bullet for a UX Designer: 'Worked on projects and helped the team.',"Bad: Worked on projects and helped the team. | Good: Collaborated with a 4-person team to deliver 3 role-specific projects, meeting all deadlines and improving output quality.",finetuning
2777,career_qa,all_job_seekers,Software Engineer,Global Remote,What is the best way for a new job seeker to break into a Software Engineer role in Global Remote?,"In Global Remote, focus on role-relevant skills, entry-level projects, internships, and networking. Tailor applications to local hiring norms and emphasize measurable outcomes.",finetuning
2778,resume_rewrite,all_job_seekers,Software Engineer,Africa,Rewrite this resume bullet for a Software Engineer: 'Worked on projects and helped the team.',"Bad: Worked on projects and helped the team. | Good: Collaborated with a 4-person team to deliver 3 role-specific projects, meeting all deadlines and improving output quality.",finetuning
2779,career_qa,all_job_seekers,Data Analyst,US/EU,What is the best way for a new job seeker to break into a Data Analyst role in US/EU?,"In US/EU, focus on role-relevant skills, entry-level projects, internships, and networking. Tailor applications to local hiring norms and emphasize measurable outcomes.",finetuning
2780,resume_rewrite,all_job_seekers,Product Manager,US/EU,Rewrite this resume bullet for a Product Manager: 'Worked on projects and helped the team.',"Bad: Worked on projects and helped the team. | Good: Collaborated with a 4-person team to deliver 3 role-specific projects, meeting all deadlines and improving output quality.",finetuning
